Age,Gender,Purchase_Frequency,Purchase_Amount,Product_Category,Location
45,F,1,134,Home & Kitchen,West
63,M,7,269,Fashion,South
68,M,2,454,Sports & Outdoors,West
24,F,6,387,Sports & Outdoors,East
33,M,8,364,Sports & Outdoors,East
33,F,5,498,Home & Kitchen,South
50,F,10,223,Home & Kitchen,South
21,F,3,248,Electronics,South
21,F,11,189,Home & Kitchen,East
56,F,8,428,Fashion,South
57,M,8,181,Electronics,South
34,M,4,152,Home & Kitchen,South
54,M,8,326,Electronics,North
56,F,5,253,Home & Kitchen,South
69,M,11,241,Fashion,East
46,M,5,181,Sports & Outdoors,North
69,M,3,286,Sports & Outdoors,East
53,M,7,86,Fashion,West
55,F,11,312,Electronics,North
56,M,11,340,Sports & Outdoors,South
67,F,9,58,Home & Kitchen,North
54,F,9,446,Home & Kitchen,East
69,M,1,257,Electronics,North
52,F,1,292,Electronics,West
24,F,10,296,Fashion,South
44,F,11,437,Sports & Outdoors,South
45,F,5,41,Electronics,West
39,F,1,167,Sports & Outdoors,East
31,F,4,27,Sports & Outdoors,North
24,F,1,390,Home & Kitchen,East
54,M,2,72,Electronics,East
39,M,2,137,Fashion,East
22,F,4,25,Electronics,South
72,F,8,172,Sports & Outdoors,North
19,M,2,455,Home & Kitchen,South
44,M,9,260,Electronics,South
38,M,9,146,Electronics,South
71,M,2,327,Electronics,North
55,F,1,304,Fashion,West
32,F,10,188,Fashion,South
38,M,10,238,Fashion,South
27,M,9,380,Fashion,South
40,M,2,403,Home & Kitchen,North
73,M,8,189,Home & Kitchen,North
56,F,3,405,Fashion,East
22,M,1,81,Sports & Outdoors,South
18,M,11,327,Fashion,South
30,M,1,396,Fashion,North
38,F,10,92,Sports & Outdoors,North
43,F,2,388,Electronics,South
67,F,7,404,Sports & Outdoors,West
62,M,6,145,Sports & Outdoors,East
38,M,11,227,Home & Kitchen,East
70,M,2,118,Electronics,South
35,F,4,387,Sports & Outdoors,East
54,F,2,416,Fashion,East
62,M,1,128,Sports & Outdoors,South
49,M,3,403,Home & Kitchen,East
53,F,4,27,Sports & Outdoors,North
34,M,10,341,Fashion,South
52,M,5,432,Electronics,North
66,M,5,163,Home & Kitchen,South
28,F,7,20,Electronics,North
38,M,10,147,Home & Kitchen,East
69,M,8,396,Fashion,West
72,M,9,71,Home & Kitchen,North
70,M,7,80,Electronics,North
43,F,5,70,Electronics,West
21,F,9,141,Sports & Outdoors,West
51,F,8,70,Electronics,North
69,M,10,497,Sports & Outdoors,North
65,F,9,401,Electronics,North
35,M,10,367,Sports & Outdoors,South
57,F,8,278,Fashion,North
52,M,6,21,Sports & Outdoors,North
58,F,4,44,Electronics,West
46,F,9,495,Fashion,West
69,F,9,447,Home & Kitchen,South
46,M,10,60,Electronics,South
55,M,10,52,Sports & Outdoors,East
59,M,9,237,Home & Kitchen,North
38,F,10,120,Sports & Outdoors,North
59,M,3,331,Home & Kitchen,West
30,M,11,24,Fashion,East
66,M,3,186,Electronics,North
58,M,11,171,Fashion,East
34,M,6,48,Electronics,South
73,M,6,35,Home & Kitchen,North
26,F,6,121,Fashion,North
58,F,5,462,Electronics,South
18,M,5,441,Home & Kitchen,North
19,F,2,482,Fashion,South
65,F,7,60,Fashion,South
46,M,4,491,Fashion,East
50,M,3,376,Fashion,West
27,F,8,397,Sports & Outdoors,West
67,M,4,107,Home & Kitchen,South
57,F,11,420,Sports & Outdoors,East
38,F,4,384,Home & Kitchen,South
45,F,8,179,Home & Kitchen,East
28,M,1,65,Home & Kitchen,East
72,F,9,230,Electronics,West
51,M,7,334,Home & Kitchen,West
25,M,2,155,Fashion,East
39,M,11,454,Sports & Outdoors,West
25,M,6,269,Fashion,East
66,M,8,138,Fashion,North
32,F,11,59,Sports & Outdoors,South
34,M,5,349,Fashion,West
40,M,6,335,Electronics,South
41,M,10,413,Fashion,West
62,M,8,29,Fashion,South
36,M,6,183,Sports & Outdoors,South
22,F,9,292,Fashion,West
49,M,9,35,Sports & Outdoors,West
61,M,9,169,Home & Kitchen,West
18,F,6,19,Home & Kitchen,West
40,M,9,91,Electronics,East
54,F,3,265,Sports & Outdoors,West
25,F,5,114,Sports & Outdoors,West
30,F,2,149,Sports & Outdoors,West
25,F,8,211,Electronics,North
74,M,11,353,Electronics,South
40,M,4,33,Fashion,West
60,F,6,382,Sports & Outdoors,West
18,F,6,444,Electronics,South
62,M,5,431,Home & Kitchen,South
68,F,1,55,Home & Kitchen,East
41,F,11,226,Sports & Outdoors,South
52,F,7,401,Home & Kitchen,South
41,M,10,64,Fashion,North
34,F,8,87,Fashion,East
22,M,1,168,Sports & Outdoors,North
37,M,10,353,Electronics,South
38,M,7,281,Electronics,West
57,F,4,157,Electronics,East
48,F,6,47,Electronics,South
63,M,9,120,Sports & Outdoors,South
53,M,5,24,Fashion,West
28,M,8,87,Sports & Outdoors,West
69,F,5,85,Sports & Outdoors,West
32,F,2,427,Home & Kitchen,East
36,M,4,337,Fashion,North
24,M,2,284,Electronics,East
68,F,7,206,Fashion,West
45,M,7,385,Home & Kitchen,East
68,F,3,228,Sports & Outdoors,West
60,F,7,72,Fashion,North
22,M,1,370,Home & Kitchen,East
22,M,1,470,Sports & Outdoors,North
47,F,9,41,Electronics,North
71,F,6,488,Fashion,West
49,F,5,242,Electronics,East
25,F,6,119,Electronics,East
27,F,6,174,Home & Kitchen,North
55,M,1,203,Home & Kitchen,West
64,F,5,16,Sports & Outdoors,North
49,F,9,441,Electronics,North
65,F,4,148,Home & Kitchen,North
45,M,3,468,Home & Kitchen,North
34,M,1,352,Electronics,East
48,F,2,296,Sports & Outdoors,South
25,F,3,437,Electronics,East
57,M,4,310,Sports & Outdoors,West
42,M,7,465,Sports & Outdoors,South
26,M,6,65,Home & Kitchen,North
19,M,11,169,Electronics,East
32,F,8,158,Electronics,South
67,M,9,296,Home & Kitchen,North
20,F,6,266,Fashion,East
66,F,7,470,Fashion,South
53,M,4,148,Electronics,East
21,M,2,358,Home & Kitchen,South
31,M,9,333,Sports & Outdoors,West
58,M,9,301,Sports & Outdoors,East
58,F,4,344,Electronics,East
42,F,3,196,Home & Kitchen,South
72,F,10,332,Electronics,West
67,M,11,193,Electronics,East
27,F,6,316,Home & Kitchen,West
38,M,3,422,Electronics,West
53,F,1,478,Sports & Outdoors,East
29,M,4,395,Fashion,North
44,F,1,271,Sports & Outdoors,South
57,F,2,424,Fashion,East
19,M,3,319,Home & Kitchen,West
71,F,8,353,Electronics,South
30,F,10,433,Fashion,East
70,M,4,154,Home & Kitchen,South
49,M,4,270,Home & Kitchen,South
48,M,10,11,Home & Kitchen,West
33,M,9,323,Sports & Outdoors,North
49,M,7,21,Sports & Outdoors,North
49,F,2,270,Fashion,South
51,M,3,371,Fashion,West
28,F,4,453,Sports & Outdoors,West
27,F,4,178,Fashion,East
32,M,10,157,Fashion,South
34,F,8,209,Electronics,East
57,F,10,394,Fashion,West
35,M,10,321,Home & Kitchen,South
72,F,6,79,Electronics,North
26,M,3,321,Fashion,North
42,M,11,63,Electronics,East
57,M,9,404,Home & Kitchen,South
31,F,10,268,Fashion,West
42,F,8,360,Electronics,East
67,F,9,37,Fashion,North
39,F,5,376,Electronics,West
69,M,3,372,Electronics,South
47,F,4,129,Home & Kitchen,North
37,M,5,142,Home & Kitchen,West
38,F,9,389,Fashion,North
61,F,9,99,Sports & Outdoors,South
49,F,3,25,Fashion,East
68,F,7,296,Electronics,West
63,F,6,293,Home & Kitchen,West
66,M,4,400,Home & Kitchen,South
73,F,5,239,Electronics,North
38,F,10,146,Sports & Outdoors,North
52,F,2,304,Home & Kitchen,North
49,F,11,236,Sports & Outdoors,West
47,M,7,436,Home & Kitchen,West
72,F,4,36,Electronics,North
56,M,2,341,Fashion,West
66,F,11,126,Fashion,East
29,M,6,98,Sports & Outdoors,South
58,M,11,116,Fashion,South
64,M,2,230,Electronics,West
35,M,10,232,Fashion,East
38,M,2,131,Sports & Outdoors,East
30,F,7,391,Electronics,North
38,M,1,363,Electronics,South
25,F,7,42,Home & Kitchen,South
63,M,10,100,Home & Kitchen,South
57,M,5,193,Fashion,West
63,F,1,385,Sports & Outdoors,East
24,M,6,267,Electronics,North
40,M,7,407,Fashion,West
61,M,1,22,Fashion,North
49,M,9,33,Home & Kitchen,West
28,F,7,334,Fashion,South
39,M,1,43,Fashion,North
39,M,3,256,Home & Kitchen,East
60,F,5,352,Fashion,East
42,F,4,28,Fashion,West
39,M,2,39,Electronics,South
45,M,1,58,Fashion,West
46,F,4,436,Home & Kitchen,North
30,M,7,409,Home & Kitchen,East
35,F,11,189,Electronics,East
19,M,4,379,Home & Kitchen,East
46,F,9,381,Home & Kitchen,East
38,F,8,497,Home & Kitchen,North
32,F,8,235,Fashion,East
69,M,5,442,Electronics,West
44,M,1,404,Sports & Outdoors,East
67,M,9,87,Electronics,North
48,M,2,440,Electronics,South
32,F,6,216,Electronics,South
68,F,10,44,Sports & Outdoors,East
40,F,5,259,Sports & Outdoors,South
41,M,10,80,Home & Kitchen,North
61,M,8,422,Fashion,East
30,M,11,373,Home & Kitchen,North
39,F,3,319,Home & Kitchen,South
60,M,6,479,Sports & Outdoors,South
54,M,6,288,Home & Kitchen,East
50,F,10,161,Home & Kitchen,South
73,F,3,236,Sports & Outdoors,East
20,M,7,252,Electronics,East
71,F,11,19,Electronics,West
36,M,4,326,Sports & Outdoors,West
40,F,5,401,Fashion,West
46,F,9,57,Home & Kitchen,North
47,F,6,121,Electronics,South
56,M,10,213,Sports & Outdoors,South
61,M,4,486,Fashion,West
64,M,8,391,Home & Kitchen,East
42,F,9,166,Sports & Outdoors,East
54,F,10,352,Sports & Outdoors,East
64,F,5,35,Sports & Outdoors,East
25,F,2,430,Home & Kitchen,North
59,M,6,489,Electronics,South
33,M,11,317,Home & Kitchen,West
25,M,8,175,Home & Kitchen,North
18,F,5,258,Electronics,South
61,F,1,271,Sports & Outdoors,North
22,M,8,273,Fashion,East
20,F,9,26,Fashion,North
18,M,1,85,Electronics,North
21,F,8,455,Electronics,East
57,F,10,479,Sports & Outdoors,East
52,M,2,263,Fashion,West
49,M,4,215,Fashion,West
59,F,2,43,Sports & Outdoors,South
51,M,2,156,Electronics,West
60,M,10,335,Electronics,West
42,F,3,347,Sports & Outdoors,South
27,F,8,237,Electronics,North
38,F,4,127,Home & Kitchen,North
63,M,7,174,Electronics,North
56,F,10,47,Home & Kitchen,East
44,F,3,408,Fashion,South
44,F,10,367,Fashion,North
19,F,11,305,Electronics,West
58,F,3,146,Sports & Outdoors,West
65,M,2,318,Electronics,West
30,F,6,255,Sports & Outdoors,South
26,F,6,207,Fashion,South
69,M,1,383,Fashion,West
53,F,7,75,Fashion,East
39,F,4,89,Sports & Outdoors,East
59,M,11,61,Sports & Outdoors,North
43,F,3,138,Fashion,North
71,M,8,423,Electronics,North
29,F,2,389,Sports & Outdoors,North
34,M,9,377,Home & Kitchen,North
31,M,8,490,Fashion,South
31,F,8,10,Sports & Outdoors,South
74,M,3,176,Fashion,East
51,M,4,25,Home & Kitchen,East
70,F,2,154,Electronics,South
74,F,2,121,Home & Kitchen,East
37,M,4,377,Electronics,West
28,F,6,111,Electronics,East
33,M,5,91,Sports & Outdoors,West
68,M,1,415,Electronics,West
48,F,10,479,Electronics,North
72,F,1,108,Electronics,East
23,M,6,168,Fashion,West
73,F,3,49,Sports & Outdoors,East
36,F,3,164,Sports & Outdoors,East
54,M,7,45,Electronics,South
21,M,1,390,Fashion,South
64,M,1,256,Electronics,North
21,M,10,13,Sports & Outdoors,East
37,M,3,383,Sports & Outdoors,South
27,M,8,462,Sports & Outdoors,West
41,F,1,290,Sports & Outdoors,West
71,M,10,360,Fashion,North
52,F,4,343,Home & Kitchen,West
43,F,9,423,Home & Kitchen,East
54,M,4,440,Fashion,West
55,F,10,258,Electronics,North
38,M,8,21,Sports & Outdoors,North
71,F,7,292,Sports & Outdoors,West
57,M,3,438,Sports & Outdoors,East
56,M,7,225,Fashion,South
38,M,7,328,Fashion,East
27,M,10,320,Sports & Outdoors,East
55,F,3,423,Sports & Outdoors,East
63,F,2,91,Electronics,West
21,F,9,23,Home & Kitchen,South
74,F,1,65,Fashion,East
62,F,7,412,Home & Kitchen,South
37,M,4,351,Sports & Outdoors,North
34,M,2,291,Home & Kitchen,South
72,M,2,208,Home & Kitchen,West
24,M,8,357,Fashion,North
21,M,7,175,Fashion,North
46,F,7,462,Electronics,East
31,M,5,301,Sports & Outdoors,South
20,M,10,155,Electronics,North
41,F,8,450,Fashion,North
54,F,2,87,Electronics,South
33,M,2,121,Home & Kitchen,South
72,M,5,32,Home & Kitchen,North
69,F,1,384,Fashion,North
21,M,6,125,Home & Kitchen,South
73,M,4,151,Sports & Outdoors,West
41,M,6,489,Fashion,South
51,F,7,206,Sports & Outdoors,West
47,M,3,287,Fashion,North
35,M,11,37,Fashion,East
36,F,8,308,Home & Kitchen,South
48,F,7,85,Fashion,North
36,F,1,27,Fashion,North
66,M,6,109,Electronics,East
63,F,7,488,Home & Kitchen,South
36,M,11,470,Sports & Outdoors,North
39,F,4,477,Fashion,West
41,M,2,133,Sports & Outdoors,East
62,F,10,374,Electronics,West
29,M,9,301,Fashion,South
47,M,7,134,Sports & Outdoors,West
55,F,1,16,Home & Kitchen,East
70,F,8,32,Electronics,North
48,M,3,171,Electronics,East
53,F,4,126,Sports & Outdoors,North
36,M,5,379,Fashion,North
65,F,1,361,Fashion,West
62,F,6,30,Home & Kitchen,East
53,M,10,261,Home & Kitchen,East
47,F,6,335,Fashion,North
72,F,2,473,Electronics,East
66,M,11,492,Home & Kitchen,South
72,M,10,440,Home & Kitchen,South
50,F,6,318,Electronics,West
35,M,8,93,Fashion,West
69,F,6,371,Sports & Outdoors,East
66,F,4,50,Home & Kitchen,West
45,M,4,212,Electronics,East
64,M,9,425,Home & Kitchen,West
28,M,6,137,Electronics,South
74,M,8,151,Home & Kitchen,North
71,M,8,353,Fashion,North
62,M,7,112,Electronics,South
50,F,3,116,Sports & Outdoors,North
34,F,10,488,Sports & Outdoors,East
23,M,1,26,Home & Kitchen,East
21,F,5,34,Sports & Outdoors,South
37,F,10,73,Home & Kitchen,South
65,F,10,466,Electronics,South
64,F,2,351,Electronics,South
44,M,10,384,Sports & Outdoors,North
32,F,2,246,Sports & Outdoors,North
23,F,7,185,Fashion,North
64,M,11,300,Electronics,East
31,M,3,302,Sports & Outdoors,West
28,M,8,320,Sports & Outdoors,East
56,M,9,410,Sports & Outdoors,West
26,F,8,165,Home & Kitchen,South
43,M,6,394,Fashion,South
33,F,5,62,Electronics,North
22,F,3,82,Sports & Outdoors,North
74,M,3,192,Sports & Outdoors,West
69,M,7,378,Sports & Outdoors,West
27,M,5,198,Home & Kitchen,North
67,M,6,22,Electronics,South
20,M,6,56,Sports & Outdoors,North
30,M,9,457,Sports & Outdoors,South
60,F,1,169,Home & Kitchen,South
66,F,8,293,Home & Kitchen,East
47,F,10,62,Fashion,East
71,F,5,296,Fashion,West
62,M,6,17,Electronics,South
23,M,6,81,Fashion,North
34,F,1,389,Electronics,South
62,F,3,107,Fashion,West
68,F,6,96,Sports & Outdoors,South
70,M,11,339,Fashion,South
36,M,11,110,Sports & Outdoors,West
59,M,9,290,Electronics,South
52,F,6,380,Fashion,East
63,F,6,298,Fashion,West
43,M,1,246,Fashion,East
68,M,9,205,Sports & Outdoors,West
22,F,4,400,Sports & Outdoors,South
46,F,2,106,Fashion,East
54,M,1,459,Electronics,East
37,F,3,377,Sports & Outdoors,North
66,M,3,439,Home & Kitchen,East
38,M,5,105,Electronics,East
27,F,1,270,Electronics,South
22,F,7,130,Electronics,East
53,F,1,375,Sports & Outdoors,East
23,M,4,282,Fashion,East
43,F,6,341,Fashion,South
21,F,1,61,Home & Kitchen,West
56,M,7,405,Fashion,South
56,M,10,327,Home & Kitchen,East
67,F,7,172,Home & Kitchen,West
52,M,3,199,Fashion,South
18,M,4,286,Home & Kitchen,South
41,M,6,94,Electronics,West
74,F,11,203,Electronics,North
53,F,7,190,Electronics,East
23,M,4,30,Sports & Outdoors,North
58,M,10,408,Home & Kitchen,East
71,M,11,212,Home & Kitchen,East
63,F,9,211,Electronics,North
61,M,9,475,Sports & Outdoors,North
74,M,9,160,Fashion,East
48,F,10,393,Electronics,West
37,M,6,168,Sports & Outdoors,West
41,F,2,319,Fashion,North
42,F,2,448,Sports & Outdoors,North
53,F,11,35,Fashion,South
38,M,4,318,Home & Kitchen,West
47,M,9,75,Home & Kitchen,West
41,F,3,432,Sports & Outdoors,East
61,M,6,272,Sports & Outdoors,South
59,F,2,481,Fashion,East
47,M,1,176,Sports & Outdoors,South
39,F,5,297,Sports & Outdoors,West
45,F,8,163,Fashion,East
24,M,10,352,Fashion,South
52,M,10,215,Home & Kitchen,East
72,M,2,422,Electronics,South
45,M,10,162,Sports & Outdoors,North
31,F,9,193,Fashion,East
73,F,8,168,Home & Kitchen,North
27,M,3,203,Electronics,South
33,M,1,11,Sports & Outdoors,East
33,F,4,224,Home & Kitchen,South
71,M,8,184,Electronics,South
48,M,3,84,Sports & Outdoors,North
59,M,10,294,Home & Kitchen,East
42,M,2,136,Sports & Outdoors,West
30,F,7,499,Electronics,South
23,F,4,492,Fashion,North
61,M,6,58,Home & Kitchen,West
26,F,5,466,Electronics,North
62,M,2,41,Sports & Outdoors,North
53,M,10,167,Electronics,North
73,M,2,24,Electronics,South
60,F,9,327,Fashion,West
37,F,11,343,Home & Kitchen,South
35,F,10,252,Electronics,South
60,F,2,26,Fashion,East
74,F,8,31,Fashion,West
38,M,8,253,Fashion,East
21,M,1,423,Sports & Outdoors,North
67,F,1,90,Fashion,West
50,F,4,153,Fashion,West
44,F,2,445,Fashion,South
24,M,1,17,Fashion,North
23,F,9,457,Home & Kitchen,South
32,M,3,176,Home & Kitchen,East
35,M,1,296,Fashion,North
49,F,2,277,Electronics,South
73,M,8,298,Sports & Outdoors,South
28,M,5,195,Electronics,South
37,F,11,21,Electronics,North
41,M,7,290,Fashion,East
32,F,6,431,Electronics,West
65,M,1,313,Home & Kitchen,South
24,F,6,475,Home & Kitchen,North
38,F,11,92,Sports & Outdoors,West
59,M,7,64,Home & Kitchen,South
43,F,4,140,Home & Kitchen,North
61,M,8,134,Fashion,East
73,M,8,492,Home & Kitchen,South
31,F,7,334,Electronics,North
74,M,11,428,Electronics,South
54,F,2,60,Home & Kitchen,North
38,M,6,36,Sports & Outdoors,East
35,M,6,174,Sports & Outdoors,East
22,F,7,478,Sports & Outdoors,North
20,M,6,409,Home & Kitchen,West
40,M,2,485,Sports & Outdoors,East
43,M,8,290,Home & Kitchen,South
54,M,4,42,Electronics,East
41,M,9,71,Sports & Outdoors,South
66,M,8,154,Sports & Outdoors,East
36,M,3,180,Sports & Outdoors,East
68,M,3,295,Electronics,South
42,F,8,306,Home & Kitchen,East
38,M,2,126,Electronics,South
29,M,9,13,Electronics,South
74,F,4,75,Fashion,East
58,F,6,69,Sports & Outdoors,East
50,F,3,402,Home & Kitchen,South
67,M,3,296,Home & Kitchen,North
70,F,3,354,Fashion,East
21,F,11,238,Fashion,West
59,M,10,109,Electronics,East
74,M,2,128,Fashion,North
24,F,8,78,Home & Kitchen,North
39,F,9,161,Home & Kitchen,East
72,M,8,289,Home & Kitchen,East
50,M,10,230,Electronics,West
34,M,3,438,Sports & Outdoors,East
41,M,7,232,Sports & Outdoors,North
51,M,11,174,Electronics,West
45,F,10,451,Home & Kitchen,East
60,M,2,220,Home & Kitchen,West
58,M,4,288,Electronics,West
56,M,6,428,Electronics,North
39,M,11,72,Fashion,North
66,M,5,383,Electronics,South
34,F,9,379,Sports & Outdoors,North
51,M,10,271,Electronics,South
23,F,4,15,Home & Kitchen,North
63,M,5,257,Home & Kitchen,North
23,F,4,238,Home & Kitchen,South
51,F,8,295,Sports & Outdoors,South
18,M,8,266,Sports & Outdoors,South
27,M,3,72,Fashion,West
38,M,1,401,Electronics,South
22,M,6,37,Fashion,West
19,M,2,354,Electronics,West
39,F,2,426,Electronics,South
65,M,3,62,Sports & Outdoors,South
74,M,8,261,Home & Kitchen,South
19,F,3,47,Electronics,North
27,M,7,317,Sports & Outdoors,North
51,F,10,343,Fashion,South
33,M,10,148,Home & Kitchen,East
65,F,9,395,Fashion,South
68,M,8,62,Fashion,East
56,F,1,103,Sports & Outdoors,North
39,F,7,103,Home & Kitchen,North
29,M,7,461,Electronics,East
41,M,8,470,Fashion,North
64,M,10,272,Electronics,South
57,F,5,495,Home & Kitchen,East
55,F,10,332,Sports & Outdoors,East
27,F,9,146,Sports & Outdoors,West
52,M,9,471,Sports & Outdoors,North
68,M,8,381,Electronics,East
66,F,6,456,Electronics,East
49,M,6,265,Home & Kitchen,East
24,F,1,404,Electronics,North
38,M,6,46,Sports & Outdoors,East
37,M,4,151,Fashion,East
43,F,4,156,Fashion,South
21,M,2,17,Fashion,South
63,M,11,260,Sports & Outdoors,West
69,M,4,144,Electronics,East
39,M,5,68,Fashion,North
32,M,5,132,Electronics,West
73,F,5,456,Electronics,West
57,M,4,272,Sports & Outdoors,West
38,F,1,129,Electronics,East
32,M,10,448,Electronics,West
39,M,8,268,Sports & Outdoors,North
69,F,3,332,Home & Kitchen,South
45,F,2,27,Fashion,South
31,M,9,310,Fashion,East
44,M,7,362,Electronics,North
58,F,9,494,Home & Kitchen,North
57,F,2,101,Sports & Outdoors,North
45,F,9,173,Electronics,East
43,F,10,153,Sports & Outdoors,North
66,M,9,344,Fashion,South
19,M,11,422,Sports & Outdoors,North
42,M,9,324,Fashion,North
73,M,10,411,Sports & Outdoors,East
20,M,10,442,Sports & Outdoors,West
25,F,4,247,Home & Kitchen,West
61,F,10,183,Sports & Outdoors,East
50,F,3,92,Electronics,East
59,M,6,166,Home & Kitchen,East
69,F,3,463,Electronics,East
52,M,11,118,Sports & Outdoors,North
23,M,9,187,Sports & Outdoors,North
56,M,3,259,Home & Kitchen,West
69,F,2,262,Fashion,East
40,M,8,64,Home & Kitchen,East
42,M,6,164,Fashion,North
67,F,8,400,Fashion,East
60,M,7,100,Sports & Outdoors,South
36,F,3,348,Electronics,North
22,M,8,135,Home & Kitchen,South
68,F,10,346,Home & Kitchen,North
28,M,1,178,Sports & Outdoors,North
73,M,1,148,Sports & Outdoors,North
29,F,10,14,Home & Kitchen,West
27,M,8,75,Home & Kitchen,West
25,F,9,120,Electronics,North
41,M,10,193,Sports & Outdoors,North
45,F,6,277,Electronics,North
58,M,5,179,Sports & Outdoors,North
53,M,2,371,Sports & Outdoors,East
54,M,11,253,Electronics,East
38,F,9,340,Fashion,East
25,F,6,147,Fashion,West
72,F,8,37,Fashion,South
26,F,9,16,Sports & Outdoors,North
64,F,9,407,Electronics,East
32,M,8,342,Fashion,East
65,M,10,462,Home & Kitchen,East
63,M,8,326,Fashion,North
57,M,3,60,Electronics,North
35,M,3,435,Sports & Outdoors,South
59,F,2,145,Electronics,West
37,M,1,187,Sports & Outdoors,South
23,F,4,138,Electronics,North
29,M,2,206,Electronics,South
19,F,2,276,Home & Kitchen,East
24,F,11,116,Fashion,South
33,F,11,57,Fashion,East
20,M,5,147,Electronics,South
62,M,4,408,Fashion,East
20,M,1,112,Home & Kitchen,South
44,M,9,56,Electronics,West
67,F,4,486,Fashion,South
60,F,5,162,Fashion,North
57,F,7,377,Sports & Outdoors,North
55,F,2,15,Fashion,East
50,M,8,20,Fashion,North
45,F,11,26,Sports & Outdoors,East
18,M,2,152,Electronics,West
72,F,11,281,Electronics,North
25,F,10,321,Home & Kitchen,North
54,F,5,75,Sports & Outdoors,East
49,M,2,429,Electronics,West
65,M,2,348,Fashion,West
60,F,4,431,Fashion,South
54,F,4,478,Fashion,East
21,F,8,340,Home & Kitchen,East
47,M,6,265,Electronics,West
23,M,10,498,Sports & Outdoors,East
63,M,8,136,Electronics,North
71,F,7,140,Sports & Outdoors,North
36,M,10,491,Sports & Outdoors,North
49,F,4,27,Electronics,East
26,M,2,216,Fashion,South
29,F,9,98,Fashion,South
28,F,2,447,Sports & Outdoors,West
63,M,1,252,Fashion,East
72,F,8,472,Home & Kitchen,West
33,F,10,359,Home & Kitchen,East
18,F,9,26,Sports & Outdoors,South
62,M,1,475,Fashion,North
